item_begin	tag=2	object_id=17	drop_type=0	drop_anim_type=3	drop_radius=8	drop_height=4	drop_texture={{[dropitems.drop_quiver_m00];{[dropitemstex.drop_quiver_t00]}}}	icon={[icon.etc_wooden_quiver_i00];[None];[None];[None];[None]}	durability=-1	weight=6	material_type=13	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=1	mesh={[LineageWeapons.wooden_arrow_m00_et]}	texture={[LineageWeaponsTex.wooden_arrow_t00_et]}	drop_sound=[ItemSound.itemdrop_arrow]	equip_sound=[None]	consume_type=2	etcitem_type=2	crystal_type=0	item_end
item_begin	tag=2	object_id=3576	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_oil_pot_black_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3577	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_jewel_box_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3578	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_spellbook_blue_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3579	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_lesser_potion_scarlet_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3580	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_roll_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3581	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_silver_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3582	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_lesser_potion_scarlet_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3583	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_roll_of_paper_red_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3584	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_letter_envelope_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3585	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_jewel_box_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3586	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_parasite_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3587	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_pouch_yellow_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3588	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_spellbook_gray_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3589	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3590	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3591	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3592	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3593	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3594	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3595	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3596	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3597	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3598	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3599	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3600	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3601	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3602	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3603	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3604	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3605	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3606	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3607	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3608	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3609	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3610	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3611	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3612	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3613	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3614	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3615	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3616	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3617	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3618	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3619	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3620	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3621	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3622	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
item_begin	tag=2	object_id=3623	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]}}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=8	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	property_params=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=5	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=2	etcitem_type=0	crystal_type=0	item_end
